File_Path,Issue_Name,Line,Severity,Rule,Type
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/Codec.java,if语句缺少大括号,179,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/Codec.java,for语句缺少大括号,185,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/Codec.java,for语句缺少大括号,206,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/Codec.java,if语句缺少大括号,207,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellEditor.java,常量【black】命名应全部大写并以下划线分隔,38,CRITICAL,[p3c]Constant variable names should be written in upper characters separated by underscores.,
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellEditor.java,常量【white】命名应全部大写并以下划线分隔,39,CRITICAL,[p3c]Constant variable names should be written in upper characters separated by underscores.,
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellEditor.java,if语句缺少大括号,129,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellEditor.java,if语句缺少大括号,130,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellEditor.java,if语句缺少大括号,133,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellEditor.java,else语句缺少大括号,140,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellEditor.java,if语句缺少大括号,195,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/ss/examples/TimesheetDemo.java,常量【titles】命名应全部大写并以下划线分隔,37,CRITICAL,[p3c]Constant variable names should be written in upper characters separated by underscores.,
poi-3.6/src/examples/src/org/apache/poi/ss/examples/TimesheetDemo.java,if语句缺少大括号,50,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/ss/examples/TimesheetDemo.java,【argsargs[0]】应该作为equals的参数，而不是调用方,50,CRITICAL,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
poi-3.6/src/examples/src/org/apache/poi/ss/examples/TimesheetDemo.java,else语句缺少大括号,51,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/ss/examples/TimesheetDemo.java,if语句缺少大括号,112,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/ss/examples/TimesheetDemo.java,else语句缺少大括号,113,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/ss/examples/TimesheetDemo.java,if语句缺少大括号,137,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/ss/examples/TimesheetDemo.java,if语句缺少大括号,156,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/ReadWriteWorkbook.java,if语句缺少大括号,48,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/ReadWriteWorkbook.java,if语句缺少大括号,51,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/ReadWriteWorkbook.java,if语句缺少大括号,60,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/ReadWriteWorkbook.java,if语句缺少大括号,62,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/EmbeddedObjects.java,【contentTypecontentType】应该作为equals的参数，而不是调用方,39,CRITICAL,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/EmbeddedObjects.java,【contentTypecontentType】应该作为equals的参数，而不是调用方,43,CRITICAL,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/EmbeddedObjects.java,【contentTypecontentType】应该作为equals的参数，而不是调用方,47,CRITICAL,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/EmbeddedObjects.java,【contentTypecontentType】应该作为equals的参数，而不是调用方,51,CRITICAL,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/EmbeddedObjects.java,【contentTypecontentType】应该作为equals的参数，而不是调用方,55,CRITICAL,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/EmbeddedObjects.java,【contentTypecontentType】应该作为equals的参数，而不是调用方,59,CRITICAL,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/PropertySetDescriptorRenderer.java,if语句缺少大括号,99,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/PropertySetDescriptorRenderer.java,if语句缺少大括号,163,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/PropertySetDescriptorRenderer.java,else语句缺少大括号,166,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/ss/usermodel/contrib/RegionUtil.java,【_workbook】命名不能以_或$开始,43,CRITICAL,[p3c]All names should not start or end with an underline or a dollar sign.,
poi-3.6/src/contrib/src/org/apache/poi/ss/usermodel/contrib/RegionUtil.java,【_propertyName】命名不能以_或$开始,44,CRITICAL,[p3c]All names should not start or end with an underline or a dollar sign.,
poi-3.6/src/contrib/src/org/apache/poi/ss/usermodel/contrib/RegionUtil.java,【_propertyValue】命名不能以_或$开始,45,CRITICAL,[p3c]All names should not start or end with an underline or a dollar sign.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/BigGridDemo.java,"Use try-with-resources or close this ""ZipFile"" in a ""finally"" clause.",153,BLOCKER,Resources should be closed,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/BigGridDemo.java,【_out】命名不能以_或$开始,189,CRITICAL,[p3c]All names should not start or end with an underline or a dollar sign.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/BigGridDemo.java,【_rownum】命名不能以_或$开始,190,CRITICAL,[p3c]All names should not start or end with an underline or a dollar sign.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/BigGridDemo.java,if语句缺少大括号,227,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/BigGridDemo.java,if语句缺少大括号,240,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hslf/examples/DataExtraction.java,"Use try-with-resources or close this ""FileOutputStream"" in a ""finally"" clause.",88,BLOCKER,Resources should be closed,
poi-3.6/src/examples/src/org/apache/poi/hslf/examples/DataExtraction.java,"Use try-with-resources or close this ""FileOutputStream"" in a ""finally"" clause.",55,BLOCKER,Resources should be closed,
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellRenderer.java,if语句缺少大括号,103,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellRenderer.java,if语句缺少大括号,105,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellRenderer.java,if语句缺少大括号,111,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellRenderer.java,if语句缺少大括号,113,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellRenderer.java,else语句缺少大括号,153,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellRenderer.java,if语句缺少大括号,182,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableCellRenderer.java,else语句缺少大括号,184,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,枚举【xssfDataType】的字段缺少注释信息,78,CRITICAL,[p3c]All enumeration type fields should be commented as Javadoc style.,
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,264,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,372,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,374,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,376,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,378,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,380,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,393,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,450,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,else语句缺少大括号,453,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,for语句缺少大括号,466,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,473,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,502,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/eventusermodel/XLSX2CSV.java,if语句缺少大括号,606,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/TreeReaderListener.java,Catch Exception instead of Throwable.,149,BLOCKER,Throwable and Error should not be caught,
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/TreeReaderListener.java,if语句缺少大括号,131,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/TreeReaderListener.java,if语句缺少大括号,186,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/HSSFReadWrite.java,Use a logger to log this exception.,241,CRITICAL,Throwable.printStackTrace(...) should not be called,
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/HSSFReadWrite.java,"Use try-with-resources or close this ""FileOutputStream"" in a ""finally"" clause.",220,BLOCKER,Resources should be closed,
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/HSSFReadWrite.java,【argsargs[1].toLowerCase()】应该作为equals的参数，而不是调用方,201,CRITICAL,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/HSSFReadWrite.java,【argsargs[2].toLowerCase()】应该作为equals的参数，而不是调用方,216,CRITICAL,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/WorkingWithPictures.java,if语句缺少大括号,64,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/CalendarDemo.java,常量【days】命名应全部大写并以下划线分隔,43,CRITICAL,[p3c]Constant variable names should be written in upper characters separated by underscores.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/CalendarDemo.java,常量【months】命名应全部大写并以下划线分隔,47,CRITICAL,[p3c]Constant variable names should be written in upper characters separated by underscores.,
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/CalendarDemo.java,if语句缺少大括号,54,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/xssf/usermodel/examples/CalendarDemo.java,if语句缺少大括号,122,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hpsf/examples/CopyCompare.java,"Either override Object.equals(Object obj), or totally rename the method to prevent any confusion.",178,CRITICAL,"Methods should not be named ""tostring"", ""hashcode"" or ""equal""",
poi-3.6/src/examples/src/org/apache/poi/hpsf/examples/CopyCompare.java,"Either override Object.equals(Object obj), or totally rename the method to prevent any confusion.",258,CRITICAL,"Methods should not be named ""tostring"", ""hashcode"" or ""equal""",
poi-3.6/src/examples/src/org/apache/poi/hpsf/examples/CopyCompare.java,if语句缺少大括号,151,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hpsf/examples/CopyCompare.java,else语句缺少大括号,154,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hpsf/examples/CopyCompare.java,if语句缺少大括号,203,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hpsf/examples/CopyCompare.java,else语句缺少大括号,371,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hpsf/examples/CopyCompare.java,while语句缺少大括号,442,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hpsf/examples/CopyCompare.java,if语句缺少大括号,505,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hssf/eventusermodel/examples/XLS2CSVmra.java,if语句缺少大括号,288,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hssf/eventusermodel/examples/XLS2CSVmra.java,if语句缺少大括号,290,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableModel.java,if语句缺少大括号,81,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableModel.java,else语句缺少大括号,83,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hpsf/examples/ModifyDocumentSummaryInformation.java,if语句缺少大括号,165,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/DocumentDescriptorRenderer.java,if语句缺少大括号,50,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableUtils.java,"Make this ""public static noFocusBorder"" field final",40,CRITICAL,"""public static"" fields should be constant",vulnerability
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableUtils.java,常量【colors】命名应全部大写并以下划线分隔,34,CRITICAL,[p3c]Constant variable names should be written in upper characters separated by underscores.,
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableUtils.java,常量【black】命名应全部大写并以下划线分隔,36,CRITICAL,[p3c]Constant variable names should be written in upper characters separated by underscores.,
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVTableUtils.java,常量【white】命名应全部大写并以下划线分隔,38,CRITICAL,[p3c]Constant variable names should be written in upper characters separated by underscores.,
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/AddDimensionedImage.java,"Make this member ""protected"".",865,CRITICAL,"Mutable fields should not be ""public static""",VULNERABILITY
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/OfficeDrawing.java,while语句缺少大括号,181,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/OfficeDrawing.java,if语句缺少大括号,187,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/examples/src/org/apache/poi/hssf/usermodel/examples/OfficeDrawing.java,if语句缺少大括号,189,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/ExtendableTreeCellRenderer.java,if语句缺少大括号,89,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/ExtendableTreeCellRenderer.java,if语句缺少大括号,116,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/contrib/poibrowser/ExtendableTreeCellRenderer.java,if语句缺少大括号,133,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVBorder.java,if语句缺少大括号,255,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
poi-3.6/src/contrib/src/org/apache/poi/hssf/contrib/view/SVBorder.java,if语句缺少大括号,278,BLOCKER,"[p3c]Braces are used with if, else, for, do and while statements, even if the body contains only a single statement.",
